Token;Label;AA_Correction;AA_Quaero;CF_Correction;CF_Quaero;CKP_Correction;CKP_Quaero;DN_Correction;DN_Quaero;LM_Correction;LM_Quaero;MB_Correction;MB_Quaero
du;;;;;;;;;;;;;
bruit;;;;;;;;;;;;;
le;;;;;;;;;;;;;
matin;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Ces;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
-là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
désespoir;;;;;;;;;;;;;
de;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
0;;;;;;;;;;;;;
on;;;;;;;;;;;;;
courait;;;;;;;;;;;;;
vite;;;;;;;;;;;;;
chez;;;;;;;;;;;;;
l';;;;;;;;;;;;;
imprimeur;;;;;;;;;;;;;
de;;;;;;;;;;;;;
La;MISC;;;;;;;;;;;;
Comédie;MISC;;;;;;;;;;;;
pastorale;MISC;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
on;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
empruntait;;;;;;;;;;;;;
.;;;;;;;;;;;;;
quelques;;;;;;;;;;;;;
louis;PER;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
part;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
L';;;;;;;;;;;;;
imprimeur;;;;;;;;;;;;;
0;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
entre;;;;;;;;;;;;;
les;;;;;;;;;;;;;
mains;;;;;;;;;;;;;
le;;;;;;;;;;;;;
second;;;;;;;;;;;;;
volume;;;;;;;;;;;;;
des;;;;;;;;;;;;;
fameux;;;;;;;;;;;;;
mémoires;;;;;;;;;;;;;
et;;;;;;;;;;;;;
savait;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
secrétaire;;;;;;;;;;;;;
de;;;;;;;;;;;;;
M.;PER;;;;;;;;;;;;
d';PER;;;;;;;;;;;;
Hacqueville;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
ouvrait;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
bourse;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
méfiance;;;;;;;;;;;;;
.;;;;;;;;;;;;;
De;;;;;;;;;;;;;
louis;PER;;;;;;;;;;;;
en;;;;;;;;;;;;;
louis;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
on;;;;;;;;;;;;;
était;;;;;;;;;;;;;
arrivé;;;;;;;;;;;;;
à;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
emprunter;;;;;;;;;;;;;
quatre;;;;;;;;;;;;;
cents;;;;;;;;;;;;;
francs;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
joints;;;;;;;;;;;;;
aux;;;;;;;;;;;;;
neuf;;;;;;;;;;;;;
cents;;;;;;;;;;;;;
francs;;;;;;;;;;;;;
de;;;;;;;;;;;;;
La;MISC;;;;;;;;;;;;
Comédie;MISC;;;;;;;;;;;;
pastorale;MISC;;;;;;;;;;;;
0;;;;;;;;;;;;;
portaient;;;;;;;;;;;;;
la;;;;;;;;;;;;;
dette;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
jusqu';;;;;;;;;;;;;
à;;;;;;;;;;;;;
treize;;;;;;;;;;;;;
cents;;;;;;;;;;;;;
francs;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Pauvre;;;;;;;;;;;;;
mère;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
que;;;;;;;;;;;;;
de;;;;;;;;;;;;;
désastres;;;;;;;;;;;;;
l';;;;;;;;;;;;;
attendaient;;;;;;;;;;;;;
à;;;;;;;;;;;;;
son;;;;;;;;;;;;;
retour;;;;;;;;;;;;;
!;;;;;;;;;;;;;
Daniel;PER;;;;;;;;;;;;
disparu;;;;;;;;;;;;;
0;;;;;;;;;;;;;
les;;;;;;;;;;;;;
yeux;;;;;;;;;;;;;
noirs;;;;;;;;;;;;;
en;;;;;;;;;;;;;
larmes;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
un;;;;;;;;;;;;;
volume;;;;;;;;;;;;;
vendu;;;;;;;;;;;;;
et;;;;;;;;;;;;;
treize;;;;;;;;;;;;;
cents;;;;;;;;;;;;;
francs;;;;;;;;;;;;;
à;;;;;;;;;;;;;
payer;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Comment;;;;;;;;;;;;;
se;;;;;;;;;;;;;
tirerait;;;;;;;;;;;;;
-il;;;;;;;;;;;;;
de;;;;;;;;;;;;;
là;;;;;;;;;;;;;
?;;;;;;;;;;;;;
...;;;;;;;;;;;;;
La;;;;;;;;;;;;;
créole;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
s';;;;;;;;;;;;;
inquiétait;;;;;;;;;;;;;
guère;;;;;;;;;;;;;
0;;;;;;;;;;;;;
elle;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Mais;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
petit;;;;;;;;;;;;;
Chose;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
pensée;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
le;;;;;;;;;;;;;
quittait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
0;;;;;;;;;;;;;
C';MISC;;;;;;;;;;;;
était;MISC;;;;;;;;;;;;
une;MISC;;;;;;;;;;;;
obsession;MISC;;;;;;;;;;;;
0;;;;;;;;;;;;;
une;;;;;;;;;;;;;
angoisse;;;;;;;;;;;;;
perpétuelle;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
beau;;;;;;;;;;;;;
chercher;;;;;;;;;;;;;
à;;;;;;;;;;;;;
s';;;;;;;;;;;;;
étourdir;;;;;;;;;;;;;
0;;;;;;;;;;;;;
travailler;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
un;;;;;;;;;;;;;
forçat;;;;;;;;;;;;;
(;;;;;;;;;;;;;
et;;;;;;;;;;;;;
de;;;;;;;;;;;;;
quel;;;;;;;;;;;;;
travail;;;;;;;;;;;;;
0;;;;;;;;;;;;;
juste;;;;;;;;;;;;;
Dieu;MISC;;;;;;;;;;;;
!;MISC;;;;;;;;;;;;
);;;;;;;;;;;;;
0;;;;;;;;;;;;;
apprendre;;;;;;;;;;;;;
de;;;;;;;;;;;;;
nouvelles;;;;;;;;;;;;;
bouffonneries;;;;;;;;;;;;;
0;;;;;;;;;;;;;
étudier;;;;;;;;;;;;;
devant;;;;;;;;;;;;;
le;;;;;;;;;;;;;
miroir;;;;;;;;;;;;;
de;;;;;;;;;;;;;
nouvelles;;;;;;;;;;;;;
grimaces;;;;;;;;;;;;;
0;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
le;;;;;;;;;;;;;
miroir;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
renvoyait;;;;;;;;;;;;;
l';;;;;;;;;;;;;
image;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
au;;;;;;;;;;;;;
lieu;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
sienne;;;;;;;;;;;;;
";";;;;;;;;;;;;;
entre;;;;;;;;;;;;;
les;;;;;;;;;;;;;
lignes;;;;;;;;;;;;;
de;;;;;;;;;;;;;
son;;;;;;;;;;;;;
rôle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
au;;;;;;;;;;;;;
lieu;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Langlumeau;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Josias;PER;;;;;;;;;;;;
et;;;;;;;;;;;;;
autres;;;;;;;;;;;;;
personnages;;;;;;;;;;;;;
de;;;;;;;;;;;;;
vaudeville;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
voyait;;;;;;;;;;;;;
que;;;;;;;;;;;;;
le;;;;;;;;;;;;;
nom;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
";";;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
Chaque;;;;;;;;;;;;;
matin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
regardait;;;;;;;;;;;;;
le;;;;;;;;;;;;;
calendrier;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
0;;;;;;;;;;;;;
terreur;;;;;;;;;;;;;
et;;;;;;;;;;;;;
0;;;;;;;;;;;;;
comptant;;;;;;;;;;;;;
les;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
le;;;;;;;;;;;;;
séparaient;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
première;;;;;;;;;;;;;
échéance;;;;;;;;;;;;;
des;;;;;;;;;;;;;
billets;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
se;;;;;;;;;;;;;
disait;;;;;;;;;;;;;
en;;;;;;;;;;;;;
frissonnant;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Plus;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
un;;;;;;;;;;;;;
mois;;;;;;;;;;;;;
0;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
que;;;;;;;;;;;;;
trois;;;;;;;;;;;;;
semaines;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Car;;;;;;;;;;;;;
il;;;;;;;;;;;;;
savait;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
au;;;;;;;;;;;;;
premier;;;;;;;;;;;;;
billet;;;;;;;;;;;;;
protesté;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
serait;;;;;;;;;;;;;
découvert;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
que;;;;;;;;;;;;;
le;;;;;;;;;;;;;
martyre;;;;;;;;;;;;;
de;;;;;;;;;;;;;
son;;;;;;;;;;;;;
frère;;;;;;;;;;;;;
commencerait;;;;;;;;;;;;;
dès;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
jour;;;;;;;;;;;;;
-là;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Jusque;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
son;;;;;;;;;;;;;
sommeil;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
idée;;;;;;;;;;;;;
le;;;;;;;;;;;;;
poursuivait;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Quelquefois;;;;;;;;;;;;;
il;;;;;;;;;;;;;
se;;;;;;;;;;;;;
réveillait;;;;;;;;;;;;;
en;;;;;;;;;;;;;
sursaut;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
cœur;;;;;;;;;;;;;
serré;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
visage;;;;;;;;;;;;;
inondé;;;;;;;;;;;;;
de;;;;;;;;;;;;;
larmes;;;;;;;;;;;;;
0;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
le;;;;;;;;;;;;;
souvenir;;;;;;;;;;;;;
confus;;;;;;;;;;;;;
d';;;;;;;;;;;;;
un;;;;;;;;;;;;;
rêve;;;;;;;;;;;;;
terrible;;;;;;;;;;;;;
et;;;;;;;;;;;;;
singulier;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
venait;;;;;;;;;;;;;
d';;;;;;;;;;;;;
avoir;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Ce;;;;;;;;;;;;;
rêve;;;;;;;;;;;;;
0;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
le;;;;;;;;;;;;;
même;;;;;;;;;;;;;
0;;;;;;;;;;;;;
revenait;;;;;;;;;;;;;
presque;;;;;;;;;;;;;
toutes;;;;;;;;;;;;;
les;;;;;;;;;;;;;
nuits;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Cela;;;;;;;;;;;;;
se;;;;;;;;;;;;;
passait;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
une;;;;;;;;;;;;;
chambre;;;;;;;;;;;;;
inconnue;;;;;;;;;;;;;
0;;;;;;;;;;;;;
où;;;;;;;;;;;;;
il;;;;;;;;;;;;;
y;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
une;;;;;;;;;;;;;
grande;;;;;;;;;;;;;
armoire;;;;;;;;;;;;;
à;;;;;;;;;;;;;
vieilles;;;;;;;;;;;;;
ferrures;;;;;;;;;;;;;
grimpantes;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
était;;;;;;;;;;;;;
là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pâle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
horriblement;;;;;;;;;;;;;
pâle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
étendu;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
un;;;;;;;;;;;;;
canapé;;;;;;;;;;;;;
";";;;;;;;;;;;;;
il;;;;;;;;;;;;;
venait;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mourir;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Camille;PER;;;;;;;;;;;;
Pierrotte;PER;;;;;;;;;;;;
était;;;;;;;;;;;;;
là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
elle;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
0;;;;;;;;;;;;;
debout;;;;;;;;;;;;;
devant;;;;;;;;;;;;;
l';;;;;;;;;;;;;
armoire;;;;;;;;;;;;;
0;;;;;;;;;;;;;
elle;;;;;;;;;;;;;
cherchait;;;;;;;;;;;;;
à;;;;;;;;;;;;;
l';;;;;;;;;;;;;
ouvrir;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
prendre;;;;;;;;;;;;;
un;;;;;;;;;;;;;
linceul;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Seulement;;;;;;;;;;;;;
0;;;;;;;;;;;;;
elle;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
pouvait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
y;;;;;;;;;;;;;
parvenir;;;;;;;;;;;;;
";";;;;;;;;;;;;;
et;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
en;;;;;;;;;;;;;
tâtonnant;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
la;;;;;;;;;;;;;
clef;;;;;;;;;;;;;
autour;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
serrure;;;;;;;;;;;;;
0;;;;;;;;;;;;;
on;;;;;;;;;;;;;
l';;;;;;;;;;;;;
entendait;;;;;;;;;;;;;
dire;;;;;;;;;;;;;
d';;;;;;;;;;;;;
une;;;;;;;;;;;;;
voix;;;;;;;;;;;;;
navrante;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
peux;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
ouvrir;;;;;;;;;;;;;
...;;;;;;;;;;;;;
J';;;;;;;;;;;;;
ai;;;;;;;;;;;;;
trop;;;;;;;;;;;;;
pleuré;;;;;;;;;;;;;
...;;;;;;;;;;;;;
je;;;;;;;;;;;;;
n';;;;;;;;;;;;;
y;;;;;;;;;;;;;
vois;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
...;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Quoiqu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
voulût;;;;;;;;;;;;;
s';;;;;;;;;;;;;
en;;;;;;;;;;;;;
défendre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
rêve;;;;;;;;;;;;;
l';;;;;;;;;;;;;
impressionnait;;;;;;;;;;;;;
au-delà;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
raison;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Dès;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
fermait;;;;;;;;;;;;;
les;;;;;;;;;;;;;
yeux;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
revoyait;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
étendu;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
le;;;;;;;;;;;;;
canapé;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
Camille;PER;;;;;;;;;;;;
aveugle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
devant;;;;;;;;;;;;;
l';;;;;;;;;;;;;
armoire;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Tous;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
remords;;;;;;;;;;;;;
0;;;;;;;;;;;;;
toutes;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
terreurs;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
rendaient;;;;;;;;;;;;;
de;;;;;;;;;;;;;
jour;;;;;;;;;;;;;
en;;;;;;;;;;;;;
jour;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
sombre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
irritable;;;;;;;;;;;;;
.;;;;;;;;;;;;;
La;;;;;;;;;;;;;
créole;;;;;;;;;;;;;
0;;;;;;;;;;;;;
de;;;;;;;;;;;;;
son;;;;;;;;;;;;;
côté;;;;;;;;;;;;;
0;;;;;;;;;;;;;
n';;;;;;;;;;;;;
était;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
endurante;;;;;;;;;;;;;
.;;;;;;;;;;;;;
D';;;;;;;;;;;;;
ailleurs;;;;;;;;;;;;;
elle;;;;;;;;;;;;;
sentait;;;;;;;;;;;;;
vaguement;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
échappait;;;;;;;;;;;;;
--;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
elle;;;;;;;;;;;;;
sût;;;;;;;;;;;;;
par;;;;;;;;;;;;;
où;;;;;;;;;;;;;
--;;;;;;;;;;;;;
et;;;;;;;;;;;;;
cela;;;;;;;;;;;;;
l';;;;;;;;;;;;;
exaspérait;;;;;;;;;;;;;
.;;;;;;;;;;;;;
À;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
moment;;;;;;;;;;;;;
0;;;;;;;;;;;;;
c';;;;;;;;;;;;;
étaient;;;;;;;;;;;;;
des;;;;;;;;;;;;;
scènes;;;;;;;;;;;;;
terribles;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
cris;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
injures;;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
se;;;;;;;;;;;;;
croire;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
un;;;;;;;;;;;;;
bateau;;;;;;;;;;;;;
de;;;;;;;;;;;;;
blanchisseuses;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Elle;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
disait;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Va;;;;;;;;;;;;;
0;;;;;;;;;;;;;
t';;;;;;;;;;;;;
en;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
ta;;;;;;;;;;;;;
Pierrotte;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
te;;;;;;;;;;;;;
faire;;;;;;;;;;;;;
donner;;;;;;;;;;;;;
des;;;;;;;;;;;;;
cœurs;;;;;;;;;;;;;
de;;;;;;;;;;;;;
sucre;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Et;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
de;;;;;;;;;;;;;
suite;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Retourne;;;;;;;;;;;;;
à;;;;;;;;;;;;;
ton;;;;;;;;;;;;;
Pacheco;PER;;;;;;;;;;;;
te;;;;;;;;;;;;;
faire;;;;;;;;;;;;;
fendre;;;;;;;;;;;;;
la;;;;;;;;;;;;;
lèvre;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Elle;;;;;;;;;;;;;
l';;;;;;;;;;;;;
appelait;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Bourgeois;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
répondait;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Coquine;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Puis;;;;;;;;;;;;;
ils;;;;;;;;;;;;;
fondaient;;;;;;;;;;;;;
en;;;;;;;;;;;;;
larmes;;;;;;;;;;;;;
et;;;;;;;;;;;;;
se;;;;;;;;;;;;;
pardonnaient;;;;;;;;;;;;;
généreusement;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
recommencer;;;;;;;;;;;;;
le;;;;;;;;;;;;;
lendemain;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
ainsi;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
ils;;;;;;;;;;;;;
vivaient;;;;;;;;;;;;;
0;;;;;;;;;;;;;
non;;;;;;;;;;;;;
!;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
ils;;;;;;;;;;;;;
croupissaient;;;;;;;;;;;;;
ensemble;;;;;;;;;;;;;
0;;;;;;;;;;;;;
rivés;;;;;;;;;;;;;
au;;;;;;;;;;;;;
même;;;;;;;;;;;;;
fer;;;;;;;;;;;;;
0;;;;;;;;;;;;;
couchés;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
le;;;;;;;;;;;;;
même;;;;;;;;;;;;;
ruisseau;;;;;;;;;;;;;
...;;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
existence;;;;;;;;;;;;;
fangeuse;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
sont;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
heures;;;;;;;;;;;;;
misérables;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
défilent;;;;;;;;;;;;;
aujourd'hui;;;;;;;;;;;;;
devant;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
yeux;;;;;;;;;;;;;
0;;;;;;;;;;;;;
quand;;;;;;;;;;;;;
je;;;;;;;;;;;;;
fredonne;;;;;;;;;;;;;
le;;;;;;;;;;;;;
refrain;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
Négresse;MISC;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
bizarre;;;;;;;;;;;;;
et;;;;;;;;;;;;;
mélancolique;;;;;;;;;;;;;
:;;;;;;;;;;;;;
Tolocototignan;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Tolocototignan;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
...;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
XIII;;;;;;;;;;;;;
--;;;;;;;;;;;;;
L';;;;;;;;;;;;;
ENLEVEMENT;MISC;;;;;;;;;;;;
"
";;;;;;;;;;;;;
C';;;;;;;;;;;;;
ÉTAIT;;;;;;;;;;;;;
un;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
0;;;;;;;;;;;;;
vers;;;;;;;;;;;;;
neuf;;;;;;;;;;;;;
heures;;;;;;;;;;;;;
0;;;;;;;;;;;;;
au;;;;;;;;;;;;;
théâtre;LOC;;;;;;;;;;;;
Montparnasse;LOC;;;;;;;;;;;;
.;;;;;;;;;;;;;
Le;;;;;;;;;;;;;
petit;;;;;;;;;;;;;
Chose;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
jouait;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
première;;;;;;;;;;;;;
pièce;;;;;;;;;;;;;
0;;;;;;;;;;;;;
venait;;;;;;;;;;;;;
de;;;;;;;;;;;;;
finir;;;;;;;;;;;;;
et;;;;;;;;;;;;;
remontait;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
loge;;;;;;;;;;;;;
.;;;;;;;;;;;;;
En;;;;;;;;;;;;;
montant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
se;;;;;;;;;;;;;
croisa;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
Irma;PER;;;;;;;;;;;;
Borel;PER;;;;;;;;;;;;
qui;;;;;;;;;;;;;
allait;;;;;;;;;;;;;
entrer;;;;;;;;;;;;;
en;;;;;;;;;;;;;
scène;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Elle;;;;;;;;;;;;;
était;;;;;;;;;;;;;
rayonnante;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
en;;;;;;;;;;;;;
velours;;;;;;;;;;;;;
et;;;;;;;;;;;;;
en;;;;;;;;;;;;;
guipure;;;;;;;;;;;;;
0;;;;;;;;;;;;;
l';;;;;;;;;;;;;
éventail;;;;;;;;;;;;;
au;;;;;;;;;;;;;
poing;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
Célimène;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Viens;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
salle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
dit;;;;;;;;;;;;;
-elle;;;;;;;;;;;;;
en;;;;;;;;;;;;;
passant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
suis;;;;;;;;;;;;;
en;;;;;;;;;;;;;
train;;;;;;;;;;;;;
...;;;;;;;;;;;;;
je;;;;;;;;;;;;;
serai;;;;;;;;;;;;;
très;;;;;;;;;;;;;
belle;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
hâta;;;;;;;;;;;;;
le;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
vers;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
